context,wrong,right
"""Kalau yang dilihat gue, pasti ada sisi , , 'ah, enggak ah, gue enggak sejelak itu, eh tapi ini berantakan,' jadi nggak objektif nanti,"" kata Abimana.",sejelak,sejak
"Begitu kelahiran cicit sri ratu itu diumumkan, meledaklah sorak ceria dari para pemberkat dan media yang berkumpul di luar Rumah Sakit St. Mary di London barat di mana William juga dilahirkan dari kandungan Putri Diana pada 1982.",pemberkat,pemberkatan
"Tambahan pula hadis-hadis di atas rnentakhsis (mengkhususkan) keumuman dalil madzhab Hanafi itu, apalagi pengharaman berbicara di dalam shalat itu terjadi ketika di Makkah, sedang hadis-hadis mcngenai doa di dalam shalat itu diucapkan di Madinah.",rnentakhsis,mentakhsis
KPK periksa Fadh di LP Sukamiskin,Fadh,Fahd
"""ya Allah lindungilah saudara2 kami di jogja dan sekitarnya.. berikan mereka keselamatan, ketabahan dan kemudahan dalam menghadapi bencana merapi...",sekitarnya..,sekitarnya
Di Conkary,Conkary,Conakry
"""Sebenarnnya ada 20 pemain yang direncanakan namun berhubung satu pemain asing yakni Nemanja Vucicevic ditunda karena alasan menunggu agennya ke Makassar,"" jujar Direktur Teknik PSM Makassar, Sumirlan.",Sebenarnnya,sebenarnya
"""Jangan sampai RUU ini di ujimaterikan setelah disahkan.",ujimaterikan,diujimaterikan
"Menurut dia, kebijakan yang dikeluarkan Pemkot Makassar itu, diharapkan dapat diterapkan para pengusaha kepada karyawannya dalam hal pembayarah upah demi meningkatkan kesejahteranaan para pekerjanya.",kesejahteranaan,kesejahteraan
"Sementara laporan lain menyebutkan pendingin udara dinyalakan saat empat partai final sebelumnya, namun dimatikan saat Lin Dan menghadapi Chog Wei di final trunggal putera.",trunggal,tritunggal
"Bendung pintu air 10 Pasar Baru memiliki 10  pintu air, dua pintu intek di bagian barat dan timur serta dua pintu  penguras.",intek,intake
"Terlihat dari pantauan di sejumlah jalur alternatif mengalami hal yang sama, dimana antren penjang kendaraan tidak bergerak selama beberapa menit.",antren,antrian
"Sementara dalam perkara lain, JPU Kejari Tebing Tinggi juga menuntut  Arianto Sianturi, mantan ketua panitia pengadaan tanah pada pengadaan Rumah Potong Hewan (RPH) Tebing Tinggi denganga penjara selama 1,5 tahun denda Rp 50 juta subsider enam bulan kurungan.",denganga,dengan
Saat ini DPR sedang membahas revisi Undang-undang Noomer 16 tahun 1992 tentang Karantina.,Noomer,Nomor
"Namun kedudukan kembali imbang berkat kemenangan ganda Jaya Raya Angga Pratam-Bona Septano atas Suherlan-Senatria Agus Setia dengan skor 21-14, 21-13.",Suherlan-Senatria,Sutherland-Senatria
"Manajer Persipur Purwodadi Adi Setiawan mengatakan, timnya bisa meneriam hasil pertandingan ini tetapi manajemen akan melayangkan surat protes kepada Liga Indonesia soal kepemimpinan wasit.",meneriam,menerima
Jusuf Rizal berharap penghargaan tersebut dapat lebih memacau motivasi para penerima penghargaan dalam memperjuangkan hak-hak dan keadilan yang mereka inginkan di dalam hidupnya.,memacau,mengacau
Ciliwung Institute memilih bulus raksasa Chitra chitra javanesis sebagai maskot perayaan untuk mendukung konservasi Ciliwung ini.,javanesis,javanese
"""Kategori kontes untuk sapi potong yakni calon induk sapi, anak dan keesktriman dari sapi-sapi yang dikonteskan,"" katanya kepada Kompas.com, ditemui di sela acara.",keesktriman,keekstriman
"Nah opsi yang bisa diambil misalnya pemberian insentif kepada industri manufkatur lokal yang produksi Perangkat 4G murah,"" pungkasnya.",manufkatur,manufaktur
"Saat itu Inis sedang santai di rumah neneknya seusai belajar, kebetulan saat itu kondisi rumah sepi, kesempatan itu dimanfatakan Ali Manan untuk melancarkan niat jahatnya.",dimanfatakan,dimanfaatkan
Wakil Ketua MK Hamdan Zoelva membacakan putusan mahmakah yakni pada intinya tidak dapat menerima  gugatan yang diajukan pasangan bakal calon Bupati Gunung Mas Alfridel Jinu-Ude Arnold Pisy kepada KPU Gunung Mas.,mahmakah,mahkamah
Jakarta (ANTARA News) - Anggota Komisi X DPR Anang Hermansyah mengusulkan Persatuan Sepak Bola Seluruh Indonesia (PSSI) diformasi total agar menghasilkan keroganisasian lebih baik dan prestasi yang membanggakan bagi masyarakat.,keroganisasian,keorganisasian
Hasil ini sunggung penting bagi perjalanan tim di masa depan.,sunggung,sungguh
"Aksi penembakan itu disesalkan, karena tejadi di lingkungan lembaga pemasyarakaratan dengan pengamanan ketat.",pemasyarakaratan,pemasyarakatan
"""Setelah melewati masa sulit, ini merupakan haisl luar biasa dan saya puas dengan permainan saya,"" kata Nadal usai pertandingan.",haisl,hasil
"""Para pemimpin klub telah menugaskan kami untuk menunantaskan musim ini pada tiga besar liga namun saya dan rekan-rekan satu tim berjuang untuk hasil maksimal.",menunantaskan,menuntaskan
"TOKYO, KOMPAS.com - Aksi ""norak"" pejabat saat turun ke lapangan kembali terulagn dan kali ini terjadi di Jepang.",terulagn,terulang
"Mataram, NTB (ANTARA News)- Menyambut dan memerihakan tahun baru Islam 1436 Hijriah masyarakat Nusa Tenggara Barat tidak perlu melakukan dengan hura-hura, karena semua itu banyak mendatangkan mudarat.",memerihakan,memeriahkan
Ia mengatakan hal itu usai memimpin rapat koordinasi kesiapan daerah dalam penyelegaraan penerimaan calon pegawai negeri sipil 2013 di Kantor BKD Provinsi Bengkulu.,penyelegaraan,penyelenggaraan
"Celtcis Isaiah Thomas yang terus diseroki penonton tuan rumah setiap kali menguasai bola, mengalami masalah pergelangan kaki pada kuarter keempat.",Celtcis,Celtics
"Saatnya kita membersihkan bangsa ini dari para predator dan srigala-srigala berbulu domba,"" pungkasnya.",srigala-srigala,serigala-serigala
"Lalu, alas kaki dan gula melalui program Restrukrisasi Permesinan.",Restrukrisasi,Restrukturisasi
Ikon tinju Filipina ini setuju untuk mernguruangi waktu berlibur bersama keluarga dan menghadiri penghargaan petinju terbaik tahun ini di AS.,mernguruangi,mengurangi
"Teknologi OLED yang fleksibel, bisa ditekuk dan dilipat memungkinkan disematkan dalam kamacata Google.",kamacata,kacamata
"Menurut informasi yang dia berikan, adanya upaya dari salah satu calon yang menginginkan pemilihan ketua umum secara terbuka sama saja dengan melakukan tindakan intimidatif kepada pemilik suara maupun calon ketua umum lainnya yang ikut serta dalam musyawarah nasional luar biasa (Munaslub) tersebut.",intimidatif,intimidation
"Biak, Papua (ANTARA News) - Udin (35) warga Biak Kota korban tenggelam di Pulau Yobi ditemukan meninggal dunia dan telah dievakuasi tim SAR Biak, Senin di perairan Pulau Yapen.",Yobi,Obi
Konsorium Text and Event in Early Modern Europe atau TEEME akan menyeleksi kandidat yang benar-benar memiliki prestasi akademik terbaik dan kesiapan proyek penelelitian yang sesuai dengan harapan TEEME.,penelelitian,penelitian
"Kita juga sudah komunikasi,"" ungkapk Slamet.",ungkapk,ungkapkan
"Kapal-kapal be rbobot di bawah 500 ton tersebut mengangkut berbagai macam kebutuhan pokok, mebel, hingga material bangunan.",rbobot,berbobot
"Selain itu, akibat aksi demontras tersebut, warga yang hendak membayar uang angsuran ke Adira terpaksa mengurungkan niatnya.",demontras,demonstrasi
"Amsterdam (ANTARA News) - Pacuann untuk mencari pengganti Sepp Blatter sebagai Presiden FIFA bagiakan ""permainan game"" dan Michel Platini adalah calon pengganti Blatter yang baik, kata anggota Komite Eksekutif FIFA Michel d'Hooghe seperti dikutip Reuters, Senin.",bagiakan,bagaikan
Inlah yang membuat MPR mensosisialisasikan Empat Pilar MPR.,mensosisialisasikan,mensosialisasikan
"Ini merupakan jarak terdekat sepanjang sejarah, dalam balapan selama kurang lebih 62 menit.- Sejak even pertama, hanya Suzuki yang menang lebih dari satu kali di Mugello di mana Kevin Schwantz meraihnya tahun 1992.",menit.-,menit
"""Kami sudah imbau kepada pengurus koperasi untuk tidak mempercayai adanya surat edaran dari kementerian yang ujung-ujungnya minta tranfser dana melalui bank.",tranfser,transfer
"Namun, untuk sekadar wacana, kata Akbar, sudah ada beberapa nama yang selama ini disebut-sebut sebagai cawapres, yaitu Pramono Edi Wibowo, Mahfud MD, Soekarwo, dan Hofifah Parawansah.",Hofifah,Khofifah
"""Kita tenru berharap baik, "" pungkas legislator asal NTT Itu.",tenru,ten
"Tapi ketika didesak oleh wartawan, juga oleh ibu salah satu korban yang hadir dala acara bedan buku dan anaknya yang hingga kini belum ditemukan,  Kivlan tetap menolak menyebutkan siapa perekayasa tersebut.",bedan,dan
"""Kemacetan di sejumlah tujuan wisata Bali Selatan sering menjadi keluhan wisawatan yang saat ini masih terus terjadi setiap harinya,"" kata dia.",wisawatan,wisatawan
"""Kejadiannya, pada 5 Agustus lalu pada pukul 23.00 sampai pukul 03.00 pelaku mengendarai motor berkeling ke 10 kawasan di antanya Joglo, Ulujami, dan Pondok Aren.",berkeling,berkeliling
Kecelakaan ini membuat kecametan panjang di ruas jalan tol Tambun menuju Cikampek.,kecametan,kemacetan
"Bagaimanapun, Wenger mengatakan bahwa tidak akan menjadi perjudian bagi pelatih timnas Inggris Roy Hodsgon untuk memasukkannya dalam skuad untuk Piala Eropa yang akan dihelat pada Juni sampai Juli.",Hodsgon,Hodgson
"Dalam fase ini, kita saling bantu dan sembari melihat kesetraaan di antara potensi kesehatan kita,"" kata dia.",kesetraaan,kesetaraan
"London (ANTARA News) - Hanya sepekan silam musim Arsenal mendapat momentum ketika rival abadi mereka Tottemham Hotpsurs masih mencari kemenangan perdananya, namun mereka akan bertemu di Piala Liga pada Rabu dengan skenario yang benar-benar menarik perhatian.",Hotpsurs,Hotspurs
"Untuk saat ini banyak sekali peserta yang sudah konfirmasi akan menempati Hall of Exelence di tahun depan, yang jumlahnya melebihi dari yang ada di hall of exelence saat ini.",exelence,excellence
"Penanggulangan preventif bisa dilakukan degnan cara memasyaratkan ciri keaslian uang, meningkatkan unsur pengaman pada uang baru, meningkatkan kerjasama antara instansi terkait, meningkatkan kerjasama internasional, sedangkan untuk penangggulangan represif bisa dilakukan dengan menangkap dan menghukum pembuat dan pengedar uang palsu.",memasyaratkan,memasyarakatkan
Jakarta (ANTARA News) - Wakil Ketua DPD RI Laoda Ida mengusulkan agar Mahkamah Konstitusi (MK) melakukan moratorium atau pembatasan penanganan sengketa  pilkada dan melakukan melakukan perbaikan kerja hakim.,Laoda,Lazada
Bus tersebut tergeletak mirik ke kiri.,mirik,miring
Sementara harga barang lainnya yang melonjak adalah daging sapi yang naik mencapai Rp 70.000 per likogram dari sebelumnya hanya mencapai Rp 64.000 serta terdapat beberapa jeni sembako lainnya.,likogram,kilogram
"Jika itu terjadi, Anda hanya akan membuka peluang bagi si pewawancara untuk terus memberi pertanyaan lanjutan.- Ingat, tak selamanya pewawancara ingin Anda memberikan jawaban cepat.",lanjutan.-,lanjutan
K etingian ombak di tepi pantai kurang dari satu meter.,etingian,ketinggian
Ia berharap penampilannya di lapangan tanah liat akan membuatnya menglahiri paceklik gelar.,menglahiri,melahiri
"Dalam sebuah video yang beredar di internet, pasukan keamanan anti-hura-hara negara itu terlihat mengejar seorang perempuan dan memukulinya berkali-kali dengan batang logam sehingga terjatuh ke tanah, serta menyebabkannya menjadi setengah telanjang.",anti-hura-hara,antihura-hura
"Selain itu, Gani mengatakan tol Surabaya--Mojokerto--Kertosono, juga sudah mulai dibuka untuk mengungangi kemacetan di sekitar Jombang.",mengungangi,mengurangi
"Sementara sidang hanya menyisakan kurang dari satu bulan, maka Hakim memperislahkan JPU membacakan isi dari BAP tersebut dengan catatan.",memperislahkan,mempersilahkan
"Semula, pasutri ini menitipkan salah satu bayi mereka ke seorang bidan di lingkungan tersebut karena ingin membeli sesuta di pasar.",sesuta,sesuatu
"Gol yang dicetak pemain belakang Kara Mboudji pada menit 60, menggagalkan keunggulan yang sudah dimiliki Afsel pada awal babak kedua lewat gol dari pemain sayap Oupa Manyisa.",Mboudji,Mbodj
"Sementara itu, Prof Kuntaman menambahkan bahwa bakteri resisten yang menjadi perhatian dunia saat ini minimal ada tiga kelompok yakni MRSA (Methicillin Resistant Staphycoccus aureus), ESBL (Extended Spectrum Beta Lactamase), dan Carbapenem Resistance Enterobacteriaceae (CRE).",Staphycoccus,Staphylococcus
"Menurut Supandi, sarana rasportasi  itu akan melintasi tepian Kalimalang, Bekasi atau sejajar dengan jalur tol Bekasi, Cawang, Kampung Melayu (Becakayu).",rasportasi,transportasi
"Pada kesempatan tersebut, Din juga mengingatkan masyarakat untuk jeli mencermati sejumlah nama yang muncul dalam bursi calon presiden, apakah memenuhi empat krietria tersebut atau tidak.",krietria,kriteria
"""Hasil yang disampaikan hari ini adalah kesimpulan sementara hasil investigasi hari ini, kami akan terus melakukan pendalalaman dan diskusi di Jakarta,"" kata M Nasir.",pendalalaman,pendalaman
Ia menambahkan kebijakan tidak mengimpor gula menjadi kata kunci bagi petani menigngat harga lelang gula lokal yang terus menurun dan kini hanya berkisar Rp8.550--Rp8.650 perkilogram.,menigngat,mengingat
"Sayangnya justru fanatisme kita masih beroirentasi pada tim atau klub luar negeri,"" kata Bambang dalam konferensi pers seusai ambil bagian dalam laga amal ""Football Legends 2014"" di Stadion Utama Gelora Bung Karno (SUGBK), Senayan, Jakarta, Sabtu.",beroirentasi,berorientasi
"Sebelumnya, Menteri Perindutsrian MS Hidayat mengatakan pemerintah akan membahas skema rencana kenaikan TDL bersama pelaku usaha.",Perindutsrian,Perindustrian
"Tim kesehatan lainnya telah diberangkatkan ke Provinsi terdampak sebelumnya berasal dari RS Persahabatan, RS Cipto Mangun Kusumio, RSUP Fatmawati, RSPI Sulianti Saroso, RSUP Adam Malik, RSUP M Djamil, RSUP Karyadi, RSUP Sardjito,RSUP dr. Wahidin Soedirohusodo dan juga tim kesehatan dari Kemenkes RI Pusat.",Soedirohusodo,Sudirohusodo
"BANDUNG, SELASA - Gaji guru di Jawa Barat yang belum memadai membuat  mereka terpaksa membuka usaha sampingan untuk memenuhi kebutuhan hidup.",kebutuh,kebutuhan
"Demi menghindari tereskposnya program ultra-rahasia U-2, para perwira Angkatan Udara lalu menjelaskan bahwa penampakan-penampakan itu semata adalah gejala alam, padahal mereka mengetahui pasti itu adalah akibat U-2.",tereskposnya,tereksposnya
"Partisipasi Setyawan Jayantoro dalam konser atas undangan Professor Terje Moe Hansen, violis dan juga professor biola ternama dunia menghasilkan berbagai karya, metode biola dan juga violis-violis profesional Norwegia.",violis-violis,violist-violist
"Selain itu, untuk membantu warga yang tidak bisa lagi menghuni rumahnya, pihaknya juga menyediakan tempat pengusian sementara seperti di gedung SDN Nagrakjaya, namun kebanyakan korban memilih mengungsi ke rumah saudara atau tetangganya.",pengusian,pengungsian
"Sedang kerusakan berat hutan mangrove te rcatat 249,8 hektar dan terjadi di Kabupaten Kendal, Rembang dan Pati.",rcatat,tercatat
"Sejauh ini, penyidik telah menetapkan seorang sebagai tersangka perlara tersebut, yakni Yayat Ahmad Sudrajat (YAS).",perlara,perlarain
"PNS juga dilarang menggunakan aset negara, aset pemerintah demi calon kepentingan Pilda salah satu calon.",Pilda,Pilkada
"Kepala BPBD Kabupaten Magelang Sujadi menambahkan, upaya pemadaman hanya bisa dilakukan secara manual karena lokais kebakaran terlatak pada ketinggian sekitar 1.700-200 meter dari permukaan laut (mpdl).",lokais,lokasi
"Kalau program-program di tingkat ini dapat diimplentasikan dan dapat mengatasi hambatan-hambatan yang ada, pemerintahan Jokowi-Jusuf Kalla bukan saja berhasil, melainkan juga menciptakan kemajuan dalam politik Indonesia.",diimplentasikan,diimplementasikan
"Karir internasionalnya sempat terganjal oleh hukuman disiplin yang dijatuhkan federasasi sepak bola Prancis (FFF) ketika dia bermain di tim U-21, dimana dilaporkan dia telah keluar malam hari tanpa izin.",federasasi,federasi
Adiningsih-Suharso-Rusdi-Ian tangani ekonomi Wantimpres,Adiningsih-Suharso-Rusdi-Ian,Adiningsih-Suharso-Rusdian
"Flappy Bird versi samrtwatch ini memiliki masalah kecil yakni skor yang terpotong di layar, namun selain itu, Davenport mengatakan bahwa tidak ada masalah lain.",samrtwatch,smartwatch
"""Saya sangat suka makanan-makananan yang ada di Indonesia.",makanan-makananan,makanan-makanan
"""Saya meminta pemerintah Jordania tetap membuka perbatasan-perbataan bagi pengunsgi Suriah.",pengunsgi,pengungsi
Jika menemukan plastik botol air mineral dnean cekatan diamsukkan dalam keranjang.,dnean,dengan
"BANDUNG, KOMPAS.com - Lima hari menjelang bulan puasa, harga sejumlah komoditas sayuran dan bumbu dapur di beberapa pasar di Kota Bandung, Jawa Barat, relatif stabil.",njelang,menjelang
"Sangking banyaknya, mangkanya ketahuan.",mangkanya,makanya
"""Kami memeprkirakan tiga hari ke depan antrean kendaraan mengalami kemacetan akibat libur panjang itu,"" katanya.",memeprkirakan,memperkirakan
"Saya pikir dalam sepak bola anda bisa mendapatkan hal-hal yang buruk, mungkin dalam beberapa permainan tidak sesuai dengan yang diinginkan dan terutama saat di depan gawang, kami belum memiliki efisiensi yang sama seperti yang dimemiliki tahun lalu,"" kata Ramos.",dimemiliki,dimiliki
"""Kami sedang mempertimbangkan itu (mati lemas) dan karena itulah mengapa hal tersebut butuh sedikit waktu,"" kata inspketur detektif Bruno Asnicar kepada wartawan pada hari Minggu pagi.",inspketur,inspektur
