context,wrong,right
"Jika sesuai jadwal, sebenarnya para penari jauh akan lebih siap tampil maksimaal saat kondisi kesehatannya segar namun karena harus menunggu kedatangan Mendiknas, tak sedikit penari yang mengeluhkan rasa capek dan jenuh.",maksimaal,maksimal
"Ketiga, kehadiran ketiga Unimog membuat aparat kepolisian akan kerepotan menggendalikan aksi demo.",menggendalikan,mengendalikan
Porselein di bangunan utama juga ada yang terlepas pada salah satu lajur.,Porselein,Porselen
Klub menyatakan bahwa hasil pemindaian menunjukkan adanya retak pada tulang kelima metatarsal di kaki kanan saat pertandingan liga yang dimenangi Real Madrid atas Sevila skor 2-1 pada Rabu.,Sevila,Sevilla
"""Wah bungkuse anyar (wah bungkusnya baru) Jokowi-JK,"" ucap Ramto meniru kata-kata pelangganya.",bungkuse,bungkus
"Rapat tersebut mengjasilkan lima keputusan yaitu, pertama, Kementerian Pertanian bertanggung jawab atas penyediaan pasokan pangan melalui peningkatan produksi, kapasitas petani, kelompok tani, dan gabungan kelompok tani.",mengjasilkan,menghasilkan
"Karena itu, jumlahn pemilih di Malaysia terbilang sedikit.",jumlahn,jumlah
Masing-masing tempat dimenangi oleh pebalap tim Jawa Barat Nunung Burhanudin dan pebalap Kuala Lumpur Cycling Assoaciation Suhardi Hassan.,Assoaciation,Association
Ferdy mennduga dalam operasi tersebut terjadi dugaan malapraktik.,mennduga,menduga
Disebutkan pula bahwa denuklirisasi Semenanjung Korea telah kehilangan makna karena kebijakan bemusuhan Amerika Serikat bertujuan menyerbu DPRK dengan dalih masalah hak asasi manusia telah menjadi jelas.,bemusuhan,bermusuhan
"""Bagi kami sudah jelas, Australia-lah yang menyebabkan persoalan ini.",Australia-lah,Australialah
"Masa kampanye berakhir, banyak sampatisan partai ditilang",sampatisan,simpatisan
"Adapun beberapa proyek yang dikunjunginya selama berada di provinsi berpenduduk sekitar lima juta jiwa itu adalah proyek orphan center Makkah Al Mukarramah dan rumah Sakit Prince Nayef Bin Abdul Aziz Universitas Syiah Kuala, Mahad khodimul Haramain As Syfiin.",khodimul,khadimul
"Jepara (ANTARA News) - Menteri Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi Marwan Jafar mengungkapkan pencairan dana desa sebesar Rp1,4 miliar per desa yang awalnya dijadwalkan betahap hingga tahun 2018 diupayakan untuk dipercepat.",betahap,bertahap
"Tiga TKI  asalh Pancor Kopong, Pringgasela Selatan, Lombok Timur, NTB, yakni  Herman (34), Abdul Kadir Jaelani (25), dan Mad Nur (28), tewas ditembak  polisi Malaysia pada 25 Maret 2012 dinihari di kawasan Port Dickson,  Malaysia.",asalh,asal
"Sehingga berlaku sistem jemput bola, para penyandang gangguann jiwa tidak perlu datang ke puskesmas.",gangguann,gangguan
"Tugas kita berjuang melawan neoliberalism hari ini,"" ujar pria berambut gondrong yang menjadi koordinator aksi tersebut.",neoliberalism,neoliberalisme
Warga yang tinggal di kawasan rutan juga ada yang sempat melihat adanya seorang laki-laki berjalan melewati lorong pemukinan penduduk tersebut.,pemukinan,pemukiman
"Sementara itu, Perdana Menteri Yunani George Papandreou diharapkan dapat menerapkan pemotongan anggaran dan privatisasi untuk pemullihan krisis utang tersebut.",pemullihan,pemulihan
Ridwan A Bakar yang juga dikenal sebagai salah seorang mantan anggota Gerakan Aceh Merdeka (GAM) itu selanjutnya meninggalkan ruang sidang dengan pengawalan ketat abarat kepolisian.,abarat,aparat
Sedangkan penumpang KA Argo Anggrek yann berangkat dari Jakarta pukul 08.00 justru harus diberhentikan di Stasiun Lamongan.,yann,yang
"""Setelah beras,  ke depan juga komuditas pertanian lainnya seperti kedelai, dan jagung.",komuditas,komoditas
"Selain itu, ada Lyunar Prospect-nya NASA yang mengorbit bulan pada tahun 1998-1999, dan mendeteksi adanya hidrogen di banyak kawah bulan, walaupun belum jelas apakah hidrogen itu terdapat dalam bentuk air.",Lyunar,Lunar
"Mulai dari petani dan pemasok hingga pabrik makanan dan konsumen, kita asemua memiliki peran untuk memastikan minyak kelapa sawit konflik dihapuskan dari pasaran.",asemua,semua
"Maka, buku terjemahan yang digodok dalam jangka waktu tiga bulan tersebut diharapkan mewakili dua ujung tombak keberbedaan.",keberbedaan,keperbedaan
"Untuk tim Laston sendiri akan diperkuat tiga pemain asing asal Filipina masing-masing Joemel Abarquez Ramos (pitcher), Antony Atienza Olaez (Pitcher), serta Dennmark Bernardino Bathan yang berposisi sebagai cather.",Dennmark,Denmark
"""Siapa yang mau bilangin, paling ketahuan bapak ibu nya baru ditarik-tarikin (diminta pulang),"" ujarnya.",ditarik-tarikin,ditarik-tariki
"""Keberaaan mereka  kini sudah meresahkan pengguna jalan tol, yang umumnya berkendaraaan dengan kecepatan tinggi,"" tutur Hasanudin.",berkendaraaan,berkendaraan
"Menurut laporan radio lokal Okapi yang disponsori PBB, helikopoter itu sedang kembali ke ibu kota provinsi tersebut, Bukavu, setelah melakukan misi di sebelah barat kota itu.",helikopoter,helikopter
"Jika fomula pengupahan itu sudah ditemukan, Hanif mengatakan akan memberikan kepastian bagi buruh bahwa upah akan naik tiap tahun dan pengusaha mendapat kepastian karena kenaikan upahnya bisa diprediksi dan direncanakan sehingga tidak mengganggu perencanaan keuangan perusahaan.",fomula,formula
"""Kita mengimbau, supaya jangan terjadi lagi kasus seperti itu (Tolikara) di tanah Papua, dan juga kebetulan menjelang Idul Adha, kita berharap semuanya aman,"" kata Hinsa Siburian di sela pertemuan Forkompimda Papua di Mapolda Papua, Jayapura, Senin.",Forkompimda,Forkopimda
"Sementara itu peringkat kedua didudki oleh PM Rusia Vladimir Putin, menyusul pengumuman bahwa Presiden Dmitry Medvedev akan ""menyingkir"" supaya Putin bisa maju lagi dalam pemilihan presidn pada 2012.",didudki,diduduki
"Ia merinci, rumber-sumber pajak reklame berasal dari pengenaan reribusi stiker sebesar Rp620 ribu, papan bersinar Rp11 juta, papan bertiang Rp32 juta, papan nama Rp30 juta, neon box Rp27 juta, lukisan dindik atau ""wall painting"" Rp35,8 juta, spanduk Rp41,2 juta, umbul-umbul Rp10 juta, baliho Rp40 juta, dan poster Rp4 juta.",reribusi,retribusi
"Ia berharap nilai-nilai Al Quran yang disyiarkan sepanjang pelaksanaan MTQ dapat tinggal dan menjadi dasar bagi warga Batam, Kepri dalam menjalankan kehidupan.",disyiarkan,disiarkan
"Sabang Marine Festival II 2016 diikuti 19 kapal yacht yakni, Morning Star (USA), Mariposa (Jerman), Bernacle C (British), Thorfinn (Australia), Swift (British), Jenain (Afrika Selatan), Aku Ankka (USA), SY.",Bernacle,Barnacle
"Pria berusia 100 tahun itu meninggal dunia saat menjalani status tahanan rumah setelah terbukti terlibat dalam pembunuhan 353 warga sipil Italia di kompleks goa Ardeatine, dekat Roma pada 1944.",Ardeatin,Ardeatine
Nusmirwan selaku pelaksana tugas Ketua Wilayah DPW PPP Jambi.,Nusmirwan,Nusyirwan
"Terkait kepastian jumlah data pekerja yang terkena dampak PHK, Zulkifli menyarankan pemerintah lebih terbuka dan transparan dalam menyampaikan informasi jumlah pekrja yang terkena PHK.",pekrja,pekerja
"""Kami juga menghimbau masyarakat agar menggunakan e-toll card dalam transaksi di dalam dalam gerbang tol.",ransaksi,transaksi
Depok (ANTARA News) - Budayawan Mohamad Sobary memperkenalkan pembaruan dalam penulisan disertasi secara puitik di Program Studi Ilmu Kesejahteraan Sosial Universitas Indonesia dalam disertasinya bertajuk Perlawanan Politik dan Puitik (Ekspresi Politik Petani Temanggung).,puitik,puitis
"Menurut dia, banyak potensi kericuhan apabila pilgub dan pileg diselenggarakan serentak, karena tidak ada panambahan sumber daya manusia dan petugas yang ada harus menambah beban pekerjaan mereka dengan menambah item penghitungan.",panambahan,penambahan
Hukuman cambuk terhadap Anis dan Kiki diisaksikan ratusan warga.,diisaksikan,disaksikan
Medan (ANTARA News) -Pemerintah Kabupaten Karo menetapkan erupsi Stinabung sebagai tanggap darurat sejak 2 Juni  hingga 6 Juli 2015 akibat semakin tingginya aktivitas gunung itu.,Stinabung,Sinabung
"""Selain dalam bentuk olahan bakso dan nugget, kita juga mendorong peragaman olahan patin seperti abon, kerupuk namun kurang berkembang,"" tutur Eka.",peragaman,keragaman
"YOGYAKARTA, KOMPAS.com -- Dua perupa Yogyakarta, Samanta Tio dan Budi Agung Kusworo,   berkolaborasi dengan ibu-ibu pembatik asal Desa Kebon Indah, Kecamatan Bayat, Kabupaten Klaten, Jawa Tengah, menggelar pameran batik kontemperer yang unik.",kontemperer,kontemporer
"Wendra menambahkan, hampir setiap tahun muncul kasus penyiksaan yang berujung pada kematian, sebab intu perlu adanya perbaikan dalam penegakan hukum didaerah ini.",intu,itu
"Untuk memisakan diri dari kembarannya, Rudy akan ditangani Vicente Gomez, dokter paling terkenal dalam hal pemisahan kembar seperti itu.",memisakan,memisahkan
"Lokasinya betada di RW 02 dan RW 03 Kampung Cagar Alam, Pancoranmas, Depok.",betada,berada
"""Tentunya, akan lebih baik dan ideal lagi apabila Pemerintah dapat membertimbangkan untuk memberikan cuti melahirkan selama 6 bulan lamanya, walaupun tentunya hal ini harus disetujui oleh berbagai stakeholder di Indonesia,"" ujar Mia.",membertimbangkan,mempertimbangkan
"Dia dijemput oleh 12 orang petugas Kementerian Hukum dan HAM ke Sorong, Papua Barat dan langsgung diterbangkan ke Jakarta.",langsgung,langsung
"Di Stadion Steaua Bucharest, Rumania, tuan rumah menang 1-0 dari tamunya Ludogorets Razgard berkat gol semata wayang Alexsandru Chipciu pada dua menit menjelang waktu normal usai.",Alexsandru,Alexandru
"Berbicara di museum Anne di Amsterdam, Abe mencatat hubungan medalam antara Jepang dan buku harian itu.",medalam,mendalam
"Lima orang luka parah adalah Bripka Ekohari, Bripka Heri, Bripka Taufik, Bripka Arif Setria, dan Bripka Heru.",Setria,Satria
"Saat Nova datang Agustus silam, sedang tren tas make-up dan dompet model Anna Sui yang terbuat dari bahan katun bermotif bunga kecil-kecil dan dipemanis oleh pita-pita.",dipemanis,dipermanis
"""Munas akan membangun solidaritas dalam mengumpulkan dana yang akan disumbagkan kepada saudara-saudara yang terkena musibah di Sumbar,"" kata Syamsul, saat jumpa pers persiapan Munas VIII Golkar, di Hotel Peninsula, Jakarta.",disumbagkan,disumbangkan
"Sementara Suriah bukanlah produsen minyak utama, hanya beberadaan negara itu yang berdekatan dengan wilayah penting Timur Tengah-Afrika Utara telah menimbulkan kekhawatiran serangan militer AS bisa memperburuk ketegangan regional.",beberadaan,keberadaan
Nampak para tukang bangunan tengah sibuy memasang lantai keramik di ruangan depan.,sibuy,sibuk
"Penyidik juga dianggap memiliki bukti yang cukup berdasarkan keterangan saksi dan bukti lainnya, serta diperintahkan menyampaikan hasiil penyelidikan kepada kejaksaan, guna meminta petunjuk.",hasiil,hasil
"Untuk mengembalikan masa keemasan itu, Bahtiar menyarankan agar dunia Islam dapat menyesuaikam diri dengan perkembangan dunia yang terjadi.",menyesuaikam,menyesuaikan
Gubernur Sumsel laranng pejabat terima parcel,laranng,larang
"Rabu, materi yang dibahas tentang Polhukam, dipimpin oleh Djoko Suyanto, Kamis ada dua sesi, sesi pagi tentang kesejahteraan sosial disampaikan oleh Prof M Nuh dn tim, serta sesi perekonimian global dan iklim investasi di Indonesia oleh Chairul Tanjung,"" katanya.",perekonimian,perekonomian
Internet telah berkembang menjadi tempat saling berbagi dan interaksi langsung di antara masyarakat dan manawarkan nilai tambah baru.,manawarkan,menawarkan
"""Saat ini kebakaran terjadi di satu RW, RT 1, RT2 dan meluas ke RT 3 dan RT 4 karena angin kencang,"" kata Kasatgas Pol PP Kelurangan Karang Anyar, Zainuddin.",Kelurangan,Kekurangan
"Namun, sabut bergengsi ini harus terlepas setelah kalah TKO pada ronde ke-12 saar menghadapi penantangny asal Afrika Selatan yaitu Simpiwe Vetyeka.",penantangny,penantangnya
"Hal itu penting untuk menciptakan masyarakat kampus yang hidup dalam atsmosfer yang baik,"" demikian Lukman Hakim Saifuddin.",atsmosfer,atmosfer
"Meski demikian, Koalisi Merah Putih tidak berarti kuat 100 persen karena tetap ada potensi-potensi untuk berubah haluan, mengingat di beberapa partai tidak 100 persen bulat mendukng Prabowo dalam kampanye Pilpres 2014.",mendukng,mendukung
Surabaya (ANTARA News) - Ikatan Pesantren Indonesia (IPI) menyatakan siap perang lewat media sosial untuk melawan radikalismei dan sebaliknya menggelorakan nasionalisme.,radikalismei,radikalisme
"Selain itu, kasus dugaan korupsi mobile crane di PT Pelindo II dan Pertamina Foundation juga didpastikan terus berjalan, malah dapat berkembang.",didpastikan,dipastikan
"Karena itulah muncul gagasan untuk membuat meseum gitar yang tidak hanya memeragakan gitar-gitar pernah ia gunakan, tetapi juga berbagai gitar dengan cerita di belakangnya.",meseum,museum
"Susunan pemain:Napoli: Gabriel, Christian Maggio, Vlad Chiriches, Kalidou Koulibaly, Ivan Strinic, David Lopez, Mirko Valdifiori, Nathaniel Chalobah, Omar El Kaddouri, Lorenzo Insigne, Dries MertensLeg Warsaw: Dusan Kuciak, Bartosz Bereszynski, Igor Lewczuk, Michal Pazdan, Lukasz Broz, Ondrej Duda, Tomasz Jodlowiec, Stojan Vranjes, Michal Kucharczyk, Nermanja Nikolic, Guilherme",Nermanja,Nemanja
"""Semua pasal ini sebenarnya mencantumkan klausul mempertimnbangkan keterwakilan perempuan.",mempertimnbangkan,mempertimbangkan
"Dia mencontohkan warna emas biasa diwakili dengan aksesori seperti suntiang pada tradisi Sumatera, dan nuansa hitam ada pada paes dalam pernikahan adat Jawa.",suntiang,sunting
"Rizal menjelaskan, seorang sastrawan bahasa sanskerta menulis kumpulan puisi berjudul Raghuvamsa di tahun 400 sesudah masehi.",sanskerta,sansekerta
"Data Departemen Perbendaharaan Negara menunjukkan mereka yang berpendapatan di atas 180 ribu dolar per tahun, akan membayar tambahan pajak sebsar 446 dolar per tahun, sementara bagia yang berpenghasilan rendah hanya perlu membayar 2 dolar per tahun.",bagia,bagi
"Menurut laporan tim yang diketuai pakar asal Brazil Paulo Pinheiro pada akhir bulan lalu, menyebutkan telah terdokumentasi kejahatan perang besar dari kedua belah pihak yang bertikai dan menjadi indikasi kelompok oposisi pemberontak Suriuah tidak menginginkan demokrasi.",Suriuah,Suriah
"Di tengah kemarahan parra penumpang, tiba-tiba ada pengumuman bahwa penumpang tujuan Solo dan Manado diminta boarding.",parra,para
"Saya temui Jabeur, petenis asal Tunisia, yang dikalahkan oleh petenis Ukrania Svitolina di final, untuk berbincang-bicang dengannya.",berbincang-bicang,berbincang-bincang
Tiket sendiri akan dijuat secara online dan dijual langsung pada dari H pertandingan.,dijuat,dijual
"Untuk menykseskan program adopsi pulau tersebut, UHO telah mengirimkan tim pengabdian ke pulau-pulau  terluar di Sultra.",menykseskan,menyukseskan
"Jadi terus tersang saya belum bisa mengungkapkan secara detail mengenai itu,"" jelas Agus.",tersang,terang
Kupang (ANTARA News) - Akademisi dari Universitas Muhammadiyah Kupang Dr Ahmad Atang berpendapat bahwa Presiden Joko Widodo belum perlu merobak kabinet karena waktu enam bulan belumlah cukup bagi para menteri untuk menghasilkan sesuatu yang maksimal.,merobak,merobek
"Cep Goldia, Media Relations Rio Haryanto dalam surat elektroniknya yang diterima di Semarang, Jateng, Kamis, menyebutkan, kemampuan yang ditampilkannya pada seri kelima di Sirkuit Silverstone, Inggris, awal Juli lalu, bakal dipertunjukannya lagi di Hongaria.",dipertunjukannya,dipertunjukkannya
"Sementara petinju kelas bulu, Qiu Xiao Jun menghenatikan perlawanan Kim Hwi-Jong di ronde keempat,Di partai utama, dua petinju Indonesia mepertahankan gelar juara dunia dengan mengalahkan lawan-lawan mereka.",menghenatikan,menghentikan
"Selak-selek (slack) gimana?""",Selak-selek,Selak-selak
"Trump membuat partainya sendiri kegerahan karena kebijakan dan kalimatnya yang agresif seperti janjinya membuat tembok besar di sepanjang perbatasan AS-Meksiko, mendeportasi 11 juta imigrab ilegal dan melarang kaum muslim masuk AS.",imigrab,imigran
"Wakil Bupati Alimuddin Sabe berharap, kegiatan pawai takbir menyonsong hari raya Idul Adha 1434 H merupakan kegiatan keagamaan dalam rangka memuji dan mengagungkan asma Allah SWT.",menyonsong,menyongsong
"Kupang (ANTARA News) - Menteri Pemberdayaan Perempuan dan Perlindungan Anak Yohana Yambise mengatakan puncak peringatan Hari Ibu yang jatuh pada 22 Desember 2015, akan dilselenggarakan di Provinsi Nusa Tenggara Timur sebagai wujud kepedulian pemerintah terhadap wilayah Timur.",dilselenggarakan,diselenggarakan
"""Ada banyak temuan makanan ataupun aneka produk pangan yang mengandung zat berbahaya seperti rodamin-b atau pewarna tekstil yang terkandung pada krupuk ketela, dan trasi,"" ungkapnya.",trasi,terasi
"Secara rinsip kepolisian sangat mendukung peningkatan kepariwisataan,"" kata Kapolri.",rinsip,prinsip
"Dalam kaitan itu, faktor dan elemen wawasan Nusantara dan kebangsaan seperti Kebangkitan Nasional, Sumpah Pemuda 1928, Proklamasi NKRI, Pancasila dan 'Bhinneka Tunggal Ika' mesti juga dapat diperkuat melalui berbagai kegiatan dan program museum, baik yang seguler maupun insidental sesuai dengan peringatan momentum sejarah tertentu.",seguler,sekuler
Hingga Jumat pukul 08.30 jelang H-5 pemilu legislarif 9 April 2014 aktivitas warga Biak sekitarnya tampak berjalan normal dan kondusif seperti hari biasanya.,legislarif,legislatif
"SERDANG BEDAGAI, KOMPAS.com-Warga Kabupaten Serdang Bedagai, Sumatera Utara, menggunakan batang pisang sebagai rakit untuk menyisati bencana banjir.",menyisati,menyiasati
"Presiden Xi Jinping yang antara lain didampingi Menteri Luar Negeri Tiongkok Wangg Yi berharap hubungan dan kerja sama Indonesia dan Tiongkok yang telah berjalan sangat baik, dapat lebih ditingkatkan di masa datang, dibawah kepemimpinan Presiden Jokowi.",Wangg,Wang
